,reportdate,PSA_NAME,NAT_CODE,Acres
486,2025-06-21,Tanana Valley-West,AK01W,39251.31
487,2025-06-21,Tanana Zone-North,AK03N,14283.699999999999
488,2025-06-21,Tanana Zone-South,AK03S,6477.9637741
489,2025-06-21,Upper Yukon Valley,AK02,7994.48
490,2025-06-21,Yukon-Kuskokwim Delta,AK08,37.18
491,2025-06-22,Central Panhandle,AK16,0.4
492,2025-06-22,Copper River Basin,AK12,3179.2
493,2025-06-22,Kenai Peninsula,AK14,7.890000000000001
494,2025-06-22,Koyukuk and Upper Kobuk,AK04,10046.48
495,2025-06-22,Kuskokwim Valley,AK09,3116.34
496,2025-06-22,Lower Yukon,AK07,578.2199999999999
497,2025-06-22,Matanuska Valley and Anchorage,AK13,5.470000000000001
498,2025-06-22,Middle Yukon,AK05,12698.78
499,2025-06-22,North Slope,AK00,86.36
500,2025-06-22,Northern Panhandle,AK15,0.30000000000000004
501,2025-06-22,Seward Peninsula,AK06,2930.88
502,2025-06-22,Susitna Valley,AK11,0.1
503,2025-06-22,Tanana Valley-East,AK01E,26434.36
504,2025-06-22,Tanana Valley-West,AK01W,66758.93
505,2025-06-22,Tanana Zone-North,AK03N,17626.78
506,2025-06-22,Tanana Zone-South,AK03S,18493.023774100002
507,2025-06-22,Upper Yukon Valley,AK02,22521.6
508,2025-06-22,Yukon-Kuskokwim Delta,AK08,37.18
509,2025-06-23,Central Panhandle,AK16,0.4
510,2025-06-23,Copper River Basin,AK12,4198.9
511,2025-06-23,Kenai Peninsula,AK14,7.890000000000001
512,2025-06-23,Koyukuk and Upper Kobuk,AK04,10056.58
513,2025-06-23,Kuskokwim Valley,AK09,3960.14
514,2025-06-23,Lower Yukon,AK07,29498.02
515,2025-06-23,Matanuska Valley and Anchorage,AK13,5.470000000000001
516,2025-06-23,Middle Yukon,AK05,13031.42
517,2025-06-23,North Slope,AK00,406.36
518,2025-06-23,Northern Panhandle,AK15,0.30000000000000004
519,2025-06-23,Seward Peninsula,AK06,2930.8799999999997
520,2025-06-23,Susitna Valley,AK11,0.1
521,2025-06-23,Tanana Valley-East,AK01E,43447.340000000004
522,2025-06-23,Tanana Valley-West,AK01W,65731.96
523,2025-06-23,Tanana Zone-North,AK03N,18057.02
524,2025-06-23,Tanana Zone-South,AK03S,18801.013774100004
525,2025-06-23,Upper Yukon Valley,AK02,22621.33
526,2025-06-23,Yukon-Kuskokwim Delta,AK08,37.18
527,2025-06-24,Central Panhandle,AK16,0.4
528,2025-06-24,Copper River Basin,AK12,4672.2
529,2025-06-24,Kenai Peninsula,AK14,7.890000000000001
530,2025-06-24,Koyukuk and Upper Kobuk,AK04,10046.48
531,2025-06-24,Kuskokwim Valley,AK09,3960.1400000000003
532,2025-06-24,Lower Yukon,AK07,29498.02
533,2025-06-24,Matanuska Valley and Anchorage,AK13,5.57
534,2025-06-24,Middle Yukon,AK05,13031.42
535,2025-06-24,North Slope,AK00,2379.1400000000003
536,2025-06-24,Northern Panhandle,AK15,0.30000000000000004
537,2025-06-24,Seward Peninsula,AK06,2930.8799999999997
538,2025-06-24,Susitna Valley,AK11,0.1
539,2025-06-24,Tanana Valley-East,AK01E,44859.84
540,2025-06-24,Tanana Valley-West,AK01W,70874.81999999999
541,2025-06-24,Tanana Zone-North,AK03N,19914.92
542,2025-06-24,Tanana Zone-South,AK03S,23159.6237741
543,2025-06-24,Upper Yukon Valley,AK02,22302.49
544,2025-06-24,Yukon-Kuskokwim Delta,AK08,37.18
545,2025-06-25,Central Panhandle,AK16,0.4
546,2025-06-25,Copper River Basin,AK12,4961.0
547,2025-06-25,Kenai Peninsula,AK14,7.890000000000001
548,2025-06-25,Koyukuk and Upper Kobuk,AK04,10046.58
549,2025-06-25,Kuskokwim Valley,AK09,3960.14
550,2025-06-25,Lower Yukon,AK07,29498.02
551,2025-06-25,Matanuska Valley and Anchorage,AK13,5.7700000000000005
552,2025-06-25,Middle Yukon,AK05,14493.800000000001
553,2025-06-25,North Slope,AK00,2379.1400000000003
554,2025-06-25,Northern Panhandle,AK15,0.30000000000000004
555,2025-06-25,Seward Peninsula,AK06,2930.88
556,2025-06-25,Susitna Valley,AK11,0.1
557,2025-06-25,Tanana Valley-East,AK01E,45007.14
558,2025-06-25,Tanana Valley-West,AK01W,79551.77
559,2025-06-25,Tanana Zone-North,AK03N,22368.84
560,2025-06-25,Tanana Zone-South,AK03S,26450.3637741
561,2025-06-25,Upper Yukon Valley,AK02,25131.05
562,2025-06-25,Yukon-Kuskokwim Delta,AK08,37.18
563,2025-06-26,Central Panhandle,AK16,0.4
564,2025-06-26,Copper River Basin,AK12,4961.0
565,2025-06-26,Kenai Peninsula,AK14,7.890000000000001
566,2025-06-26,Koyukuk and Upper Kobuk,AK04,16350.220000000001
567,2025-06-26,Kuskokwim Valley,AK09,3842.44
568,2025-06-26,Lower Yukon,AK07,31057.120000000003
569,2025-06-26,Matanuska Valley and Anchorage,AK13,5.7700000000000005
570,2025-06-26,Middle Yukon,AK05,15058.93
571,2025-06-26,North Slope,AK00,2516.14
572,2025-06-26,Northern Panhandle,AK15,0.30000000000000004
573,2025-06-26,Seward Peninsula,AK06,3612.81
574,2025-06-26,Susitna Valley,AK11,0.1
575,2025-06-26,Tanana Valley-East,AK01E,46352.49
576,2025-06-26,Tanana Valley-West,AK01W,76857.04
577,2025-06-26,Tanana Zone-North,AK03N,22368.84
578,2025-06-26,Tanana Zone-South,AK03S,27683.2137741
579,2025-06-26,Upper Yukon Valley,AK02,40438.24
580,2025-06-26,Yukon-Kuskokwim Delta,AK08,37.18
581,2025-06-27,Central Panhandle,AK16,0.4
582,2025-06-27,Copper River Basin,AK12,5472.2
583,2025-06-27,Kenai Peninsula,AK14,7.99
584,2025-06-27,Koyukuk and Upper Kobuk,AK04,18654.24
585,2025-06-27,Kuskokwim Valley,AK09,3960.14
586,2025-06-27,Lower Yukon,AK07,31057.12
587,2025-06-27,Matanuska Valley and Anchorage,AK13,5.87
588,2025-06-27,Middle Yukon,AK05,15058.93
589,2025-06-27,North Slope,AK00,3156.7799999999997
590,2025-06-27,Northern Panhandle,AK15,0.30000000000000004
591,2025-06-27,Seward Peninsula,AK06,3612.81
592,2025-06-27,Susitna Valley,AK11,0.1
593,2025-06-27,Tanana Valley-East,AK01E,48900.05
594,2025-06-27,Tanana Valley-West,AK01W,94919.14
595,2025-06-27,Tanana Zone-North,AK03N,22368.84
596,2025-06-27,Tanana Zone-South,AK03S,27683.2137741
597,2025-06-27,Upper Yukon Valley,AK02,33318.9
598,2025-06-27,Yukon-Kuskokwim Delta,AK08,37.18
599,2025-06-28,Central Panhandle,AK16,0.4
600,2025-06-28,Copper River Basin,AK12,6577.799999999999
601,2025-06-28,Kenai Peninsula,AK14,7.99
602,2025-06-28,Koyukuk and Upper Kobuk,AK04,18903.44
603,2025-06-28,Kuskokwim Valley,AK09,3960.14
604,2025-06-28,Lower Yukon,AK07,31057.12
605,2025-06-28,Matanuska Valley and Anchorage,AK13,5.87
606,2025-06-28,Middle Yukon,AK05,15058.58
607,2025-06-28,North Slope,AK00,2539.06
608,2025-06-28,Northern Panhandle,AK15,0.30000000000000004
609,2025-06-28,Seward Peninsula,AK06,3612.81
610,2025-06-28,Susitna Valley,AK11,0.1
611,2025-06-28,Tanana Valley-East,AK01E,50933.60999999999
612,2025-06-28,Tanana Valley-West,AK01W,103611.36
613,2025-06-28,Tanana Zone-North,AK03N,23020.59
614,2025-06-28,Tanana Zone-South,AK03S,29581.3937741
615,2025-06-28,Upper Yukon Valley,AK02,41347.67
616,2025-06-28,Yukon-Kuskokwim Delta,AK08,37.18
617,2025-06-29,Central Panhandle,AK16,0.4
618,2025-06-29,Copper River Basin,AK12,6577.8
619,2025-06-29,Kenai Peninsula,AK14,7.99
620,2025-06-29,Koyukuk and Upper Kobuk,AK04,18903.54
621,2025-06-29,Kuskokwim Valley,AK09,3960.14
622,2025-06-29,Lower Yukon,AK07,31057.120000000003
623,2025-06-29,Matanuska Valley and Anchorage,AK13,5.88
624,2025-06-29,Middle Yukon,AK05,15185.77
625,2025-06-29,North Slope,AK00,2539.06
626,2025-06-29,Northern Panhandle,AK15,0.30000000000000004
627,2025-06-29,Seward Peninsula,AK06,3612.81
628,2025-06-29,Susitna Valley,AK11,0.1
629,2025-06-29,Tanana Valley-East,AK01E,50933.82
630,2025-06-29,Tanana Valley-West,AK01W,104683.98
631,2025-06-29,Tanana Zone-North,AK03N,23028.59
632,2025-06-29,Tanana Zone-South,AK03S,35089.5037741
633,2025-06-29,Upper Yukon Valley,AK02,45024.68
634,2025-06-29,Yukon-Kuskokwim Delta,AK08,37.18
635,2025-06-30,Central Panhandle,AK16,0.4
636,2025-06-30,Copper River Basin,AK12,6658.0
637,2025-06-30,Kenai Peninsula,AK14,7.99
638,2025-06-30,Koyukuk and Upper Kobuk,AK04,18970.120000000003
639,2025-06-30,Kuskokwim Valley,AK09,3960.64
640,2025-06-30,Lower Yukon,AK07,33239.92
641,2025-06-30,Matanuska Valley and Anchorage,AK13,6.0600000000000005
642,2025-06-30,Middle Yukon,AK05,15185.77
643,2025-06-30,North Slope,AK00,3166.95
644,2025-06-30,Northern Panhandle,AK15,0.30000000000000004
645,2025-06-30,Seward Peninsula,AK06,3612.81
646,2025-06-30,Susitna Valley,AK11,0.1
647,2025-06-30,Tanana Valley-East,AK01E,51000.82
648,2025-06-30,Tanana Valley-West,AK01W,104721.51
649,2025-06-30,Tanana Zone-North,AK03N,23383.1
650,2025-06-30,Tanana Zone-South,AK03S,35390.103774100004
651,2025-06-30,Upper Yukon Valley,AK02,46239.66
652,2025-06-30,Yukon-Kuskokwim Delta,AK08,37.18
653,2025-07-01,Central Panhandle,AK16,0.4
654,2025-07-01,Copper River Basin,AK12,6658.0
655,2025-07-01,Kenai Peninsula,AK14,7.99
656,2025-07-01,Koyukuk and Upper Kobuk,AK04,18986.47
657,2025-07-01,Kuskokwim Valley,AK09,3813.64
658,2025-07-01,Lower Yukon,AK07,33239.92
659,2025-07-01,Matanuska Valley and Anchorage,AK13,6.08
660,2025-07-01,Middle Yukon,AK05,15281.77
661,2025-07-01,North Slope,AK00,3094.95
662,2025-07-01,Northern Panhandle,AK15,0.30000000000000004
663,2025-07-01,Seward Peninsula,AK06,3612.81
664,2025-07-01,Susitna Valley,AK11,0.1
665,2025-07-01,Tanana Valley-East,AK01E,51000.82
666,2025-07-01,Tanana Valley-West,AK01W,107080.05
667,2025-07-01,Tanana Zone-North,AK03N,23383.1
668,2025-07-01,Tanana Zone-South,AK03S,35082.4037741
669,2025-07-01,Upper Yukon Valley,AK02,46732.45
670,2025-07-01,Yukon-Kuskokwim Delta,AK08,37.18
671,2025-07-02,Central Panhandle,AK16,0.4
672,2025-07-02,Copper River Basin,AK12,6658.0
673,2025-07-02,Kenai Peninsula,AK14,8.0
674,2025-07-02,Koyukuk and Upper Kobuk,AK04,19554.39
675,2025-07-02,Kuskokwim Valley,AK09,3879.7400000000002
676,2025-07-02,Lower Yukon,AK07,35883.22
677,2025-07-02,Matanuska Valley and Anchorage,AK13,6.08
678,2025-07-02,Middle Yukon,AK05,14884.769999999999
679,2025-07-02,North Slope,AK00,3094.95
680,2025-07-02,Northern Panhandle,AK15,0.30000000000000004
681,2025-07-02,Seward Peninsula,AK06,3612.81
682,2025-07-02,Susitna Valley,AK11,0.1
683,2025-07-02,Tanana Valley-East,AK01E,51129.04
684,2025-07-02,Tanana Valley-West,AK01W,109706.83
685,2025-07-02,Tanana Zone-North,AK03N,23741.0
686,2025-07-02,Tanana Zone-South,AK03S,35509.0337741
687,2025-07-02,Upper Yukon Valley,AK02,46935.45
688,2025-07-02,Yukon-Kuskokwim Delta,AK08,37.18
689,2025-07-03,Central Panhandle,AK16,0.5
690,2025-07-03,Copper River Basin,AK12,6639.5
691,2025-07-03,Kenai Peninsula,AK14,8.0
692,2025-07-03,Koyukuk and Upper Kobuk,AK04,20291.51
693,2025-07-03,Kuskokwim Valley,AK09,3870.54
694,2025-07-03,Lower Yukon,AK07,36143.62
695,2025-07-03,Matanuska Valley and Anchorage,AK13,6.08
696,2025-07-03,Middle Yukon,AK05,18345.77
697,2025-07-03,North Slope,AK00,3094.95
698,2025-07-03,Northern Panhandle,AK15,0.30000000000000004
699,2025-07-03,Seward Peninsula,AK06,3643.8599999999997
700,2025-07-03,Susitna Valley,AK11,0.1
701,2025-07-03,Tanana Valley-East,AK01E,51129.04
702,2025-07-03,Tanana Valley-West,AK01W,125657.91
703,2025-07-03,Tanana Zone-North,AK03N,23787.0
704,2025-07-03,Tanana Zone-South,AK03S,35491.0337741
705,2025-07-03,Upper Yukon Valley,AK02,47035.55
706,2025-07-03,Yukon-Kuskokwim Delta,AK08,37.18
707,2025-07-04,Central Panhandle,AK16,0.5
708,2025-07-04,Copper River Basin,AK12,6679.1
709,2025-07-04,Kenai Peninsula,AK14,15.930000000000001
710,2025-07-04,Koyukuk and Upper Kobuk,AK04,20291.510000000002
711,2025-07-04,Kuskokwim Valley,AK09,3890.5400000000004
712,2025-07-04,Lower Yukon,AK07,36143.62
713,2025-07-04,Matanuska Valley and Anchorage,AK13,6.28
714,2025-07-04,Middle Yukon,AK05,19863.77
715,2025-07-04,North Slope,AK00,3094.95
716,2025-07-04,Northern Panhandle,AK15,0.30000000000000004
717,2025-07-04,Seward Peninsula,AK06,3729.86
718,2025-07-04,Susitna Valley,AK11,0.2
719,2025-07-04,Tanana Valley-East,AK01E,51129.04
720,2025-07-04,Tanana Valley-West,AK01W,150024.62
721,2025-07-04,Tanana Zone-North,AK03N,23804.0
722,2025-07-04,Tanana Zone-South,AK03S,39717.4137741
723,2025-07-04,Upper Yukon Valley,AK02,51737.549999999996
724,2025-07-04,Yukon-Kuskokwim Delta,AK08,37.18
725,2025-07-05,Central Panhandle,AK16,0.5
726,2025-07-05,Copper River Basin,AK12,6679.1
727,2025-07-05,Kenai Peninsula,AK14,16.130000000000003
728,2025-07-05,Koyukuk and Upper Kobuk,AK04,20379.86
729,2025-07-05,Kuskokwim Valley,AK09,3890.54
730,2025-07-05,Lower Yukon,AK07,36143.62
731,2025-07-05,Matanuska Valley and Anchorage,AK13,6.78
732,2025-07-05,Middle Yukon,AK05,27802.77
733,2025-07-05,North Slope,AK00,3094.95
734,2025-07-05,Northern Panhandle,AK15,0.30000000000000004
735,2025-07-05,Seward Peninsula,AK06,3729.8599999999997
736,2025-07-05,Susitna Valley,AK11,0.2
737,2025-07-05,Tanana Valley-East,AK01E,51246.89
738,2025-07-05,Tanana Valley-West,AK01W,163540.95
739,2025-07-05,Tanana Zone-North,AK03N,24002.0
740,2025-07-05,Tanana Zone-South,AK03S,40457.5137741
741,2025-07-05,Upper Yukon Valley,AK02,57693.65
742,2025-07-05,Yukon-Kuskokwim Delta,AK08,37.18
743,2025-07-06,Central Panhandle,AK16,0.5
744,2025-07-06,Copper River Basin,AK12,6679.1
745,2025-07-06,Kenai Peninsula,AK14,16.330000000000002
746,2025-07-06,Koyukuk and Upper Kobuk,AK04,21575.68
747,2025-07-06,Kuskokwim Valley,AK09,3890.54
748,2025-07-06,Lower Yukon,AK07,36143.619999999995
749,2025-07-06,Matanuska Valley and Anchorage,AK13,6.88
750,2025-07-06,Middle Yukon,AK05,32072.769999999997
751,2025-07-06,North Slope,AK00,3095.05
752,2025-07-06,Northern Panhandle,AK15,0.30000000000000004
753,2025-07-06,Seward Peninsula,AK06,3729.96
754,2025-07-06,Susitna Valley,AK11,0.2
755,2025-07-06,Tanana Valley-East,AK01E,51444.409999999996
756,2025-07-06,Tanana Valley-West,AK01W,210496.08
757,2025-07-06,Tanana Zone-North,AK03N,24151.0
758,2025-07-06,Tanana Zone-South,AK03S,46848.4137741
759,2025-07-06,Upper Yukon Valley,AK02,76251.65
760,2025-07-06,Yukon-Kuskokwim Delta,AK08,37.18
761,2025-07-08,Central Panhandle,AK16,0.5
762,2025-07-08,Copper River Basin,AK12,6679.1
763,2025-07-08,Kenai Peninsula,AK14,16.330000000000002
764,2025-07-08,Koyukuk and Upper Kobuk,AK04,22033.18
765,2025-07-08,Kuskokwim Valley,AK09,3890.54
766,2025-07-08,Lower Yukon,AK07,36143.619999999995
767,2025-07-08,Matanuska Valley and Anchorage,AK13,6.88
768,2025-07-08,Middle Yukon,AK05,42461.77
769,2025-07-08,North Slope,AK00,3095.0499999999997
770,2025-07-08,Northern Panhandle,AK15,0.30000000000000004
771,2025-07-08,Seward Peninsula,AK06,3729.58
772,2025-07-08,Susitna Valley,AK11,0.2
773,2025-07-08,Tanana Valley-East,AK01E,52498.39
774,2025-07-08,Tanana Valley-West,AK01W,235980.11
775,2025-07-08,Tanana Zone-North,AK03N,25842.6
776,2025-07-08,Tanana Zone-South,AK03S,56724.4137741
777,2025-07-08,Upper Yukon Valley,AK02,99928.45
778,2025-07-08,Yukon-Kuskokwim Delta,AK08,37.18
779,2025-07-10,Central Panhandle,AK16,0.5
780,2025-07-10,Copper River Basin,AK12,6679.1
781,2025-07-10,Kenai Peninsula,AK14,16.73
782,2025-07-10,Koyukuk and Upper Kobuk,AK04,40948.14
783,2025-07-10,Kuskokwim Valley,AK09,4004.54
784,2025-07-10,Lower Yukon,AK07,36143.619999999995
785,2025-07-10,Matanuska Valley and Anchorage,AK13,8.38
786,2025-07-10,Middle Yukon,AK05,55906.799999999996
787,2025-07-10,North Slope,AK00,3095.0499999999997
788,2025-07-10,Northern Panhandle,AK15,0.30000000000000004
789,2025-07-10,Seward Peninsula,AK06,3729.48
790,2025-07-10,Susitna Valley,AK11,0.2
791,2025-07-10,Tanana Valley-East,AK01E,52632.01
792,2025-07-10,Tanana Valley-West,AK01W,236578.92
793,2025-07-10,Tanana Zone-North,AK03N,58206.2
794,2025-07-10,Tanana Zone-South,AK03S,61131.4137741
795,2025-07-10,Upper Yukon Valley,AK02,117085.94
796,2025-07-10,Yukon-Kuskokwim Delta,AK08,37.18
797,2025-07-11,Central Panhandle,AK16,0.5
798,2025-07-11,Copper River Basin,AK12,6679.1
799,2025-07-11,Kenai Peninsula,AK14,16.43
800,2025-07-11,Koyukuk and Upper Kobuk,AK04,43757.69
801,2025-07-11,Kuskokwim Valley,AK09,4004.54
802,2025-07-11,Lower Yukon,AK07,36143.619999999995
803,2025-07-11,Matanuska Valley and Anchorage,AK13,8.48
804,2025-07-11,Middle Yukon,AK05,60818.950000000004
805,2025-07-11,North Slope,AK00,3095.05
806,2025-07-11,Northern Panhandle,AK15,0.30000000000000004
807,2025-07-11,Seward Peninsula,AK06,3729.48
808,2025-07-11,Susitna Valley,AK11,0.2
809,2025-07-11,Tanana Valley-East,AK01E,52715.50000000001
810,2025-07-11,Tanana Valley-West,AK01W,237846.95
811,2025-07-11,Tanana Zone-North,AK03N,58206.1
812,2025-07-11,Tanana Zone-South,AK03S,61874.4137741
813,2025-07-11,Upper Yukon Valley,AK02,132584.24
814,2025-07-11,Yukon-Kuskokwim Delta,AK08,37.18
815,2025-07-12,Central Panhandle,AK16,0.5
816,2025-07-12,Copper River Basin,AK12,6679.1
817,2025-07-12,Kenai Peninsula,AK14,16.53
818,2025-07-12,Koyukuk and Upper Kobuk,AK04,47166.83
819,2025-07-12,Kuskokwim Valley,AK09,4004.54
820,2025-07-12,Lower Yukon,AK07,36143.62
821,2025-07-12,Matanuska Valley and Anchorage,AK13,8.48
822,2025-07-12,Middle Yukon,AK05,62456.950000000004
823,2025-07-12,North Slope,AK00,3095.0499999999997
824,2025-07-12,Northern Panhandle,AK15,0.30000000000000004
825,2025-07-12,Seward Peninsula,AK06,3729.4799999999996
826,2025-07-12,Susitna Valley,AK11,0.2
827,2025-07-12,Tanana Valley-East,AK01E,52715.01
828,2025-07-12,Tanana Valley-West,AK01W,236558.54
829,2025-07-12,Tanana Zone-North,AK03N,73694.1
830,2025-07-12,Tanana Zone-South,AK03S,63402.3837741
831,2025-07-12,Upper Yukon Valley,AK02,147820.87
832,2025-07-12,Yukon-Kuskokwim Delta,AK08,37.18
833,2025-07-13,Central Panhandle,AK16,0.5
834,2025-07-13,Copper River Basin,AK12,6679.4
835,2025-07-13,Kenai Peninsula,AK14,16.53
836,2025-07-13,Koyukuk and Upper Kobuk,AK04,57351.51
837,2025-07-13,Kuskokwim Valley,AK09,4004.54
838,2025-07-13,Lower Yukon,AK07,36143.619999999995
839,2025-07-13,Matanuska Valley and Anchorage,AK13,8.58
840,2025-07-13,Middle Yukon,AK05,81052.36
841,2025-07-13,North Slope,AK00,3095.0499999999997
842,2025-07-13,Northern Panhandle,AK15,0.30000000000000004
843,2025-07-13,Seward Peninsula,AK06,3729.48
844,2025-07-13,Susitna Valley,AK11,0.2
845,2025-07-13,Tanana Valley-East,AK01E,52715.01
846,2025-07-13,Tanana Valley-West,AK01W,237448.97
847,2025-07-13,Tanana Zone-North,AK03N,101263.1
848,2025-07-13,Tanana Zone-South,AK03S,63365.5837741
849,2025-07-13,Upper Yukon Valley,AK02,150822.25
850,2025-07-13,Yukon-Kuskokwim Delta,AK08,37.18
851,2025-07-14,Central Panhandle,AK16,0.5
852,2025-07-14,Copper River Basin,AK12,6679.4
853,2025-07-14,Kenai Peninsula,AK14,16.53
854,2025-07-14,Koyukuk and Upper Kobuk,AK04,70554.55
855,2025-07-14,Kuskokwim Valley,AK09,4004.54
856,2025-07-14,Lower Yukon,AK07,36143.62
857,2025-07-14,Matanuska Valley and Anchorage,AK13,8.58
858,2025-07-14,Middle Yukon,AK05,100478.13
859,2025-07-14,North Slope,AK00,3095.0499999999997
860,2025-07-14,Northern Panhandle,AK15,0.30000000000000004
861,2025-07-14,Seward Peninsula,AK06,3729.48
862,2025-07-14,Susitna Valley,AK11,0.2
863,2025-07-14,Tanana Valley-East,AK01E,52762.39
864,2025-07-14,Tanana Valley-West,AK01W,236787.96
865,2025-07-14,Tanana Zone-North,AK03N,108130.2
866,2025-07-14,Tanana Zone-South,AK03S,70817.5837741
867,2025-07-14,Upper Yukon Valley,AK02,152303.26
868,2025-07-14,Yukon-Kuskokwim Delta,AK08,37.18
869,2025-07-15,Central Panhandle,AK16,0.5
870,2025-07-15,Copper River Basin,AK12,6679.4
871,2025-07-15,Kenai Peninsula,AK14,16.53
872,2025-07-15,Koyukuk and Upper Kobuk,AK04,70889.26
873,2025-07-15,Kuskokwim Valley,AK09,4004.54
874,2025-07-15,Lower Yukon,AK07,36143.62
875,2025-07-15,Matanuska Valley and Anchorage,AK13,8.68
876,2025-07-15,Middle Yukon,AK05,102376.13
877,2025-07-15,North Slope,AK00,3095.05
878,2025-07-15,Northern Panhandle,AK15,0.30000000000000004
879,2025-07-15,Seward Peninsula,AK06,3729.48
880,2025-07-15,Susitna Valley,AK11,0.2
881,2025-07-15,Tanana Valley-East,AK01E,52756.05
882,2025-07-15,Tanana Valley-West,AK01W,236789.1
883,2025-07-15,Tanana Zone-North,AK03N,131345.1
884,2025-07-15,Tanana Zone-South,AK03S,71108.5837741
885,2025-07-15,Upper Yukon Valley,AK02,152412.26
886,2025-07-15,Yukon-Kuskokwim Delta,AK08,37.18
887,2025-07-16,Central Panhandle,AK16,0.5
888,2025-07-16,Copper River Basin,AK12,6679.4
889,2025-07-16,Kenai Peninsula,AK14,16.53
890,2025-07-16,Koyukuk and Upper Kobuk,AK04,69263.4
891,2025-07-16,Kuskokwim Valley,AK09,4004.54
892,2025-07-16,Lower Yukon,AK07,36143.619999999995
893,2025-07-16,Matanuska Valley and Anchorage,AK13,8.68
894,2025-07-16,Middle Yukon,AK05,102376.13
895,2025-07-16,North Slope,AK00,3095.05
896,2025-07-16,Northern Panhandle,AK15,0.30000000000000004
897,2025-07-16,Seward Peninsula,AK06,3729.48
898,2025-07-16,Susitna Valley,AK11,0.2
899,2025-07-16,Tanana Valley-East,AK01E,52756.05
900,2025-07-16,Tanana Valley-West,AK01W,237027.49
901,2025-07-16,Tanana Zone-North,AK03N,129038.5
902,2025-07-16,Tanana Zone-South,AK03S,71067.5837741
903,2025-07-16,Upper Yukon Valley,AK02,155584.46
904,2025-07-16,Yukon-Kuskokwim Delta,AK08,37.18
905,2025-07-17,Central Panhandle,AK16,0.5
906,2025-07-17,Copper River Basin,AK12,6679.4
907,2025-07-17,Kenai Peninsula,AK14,16.53
908,2025-07-17,Koyukuk and Upper Kobuk,AK04,77951.26
909,2025-07-17,Kuskokwim Valley,AK09,4063.44
910,2025-07-17,Lower Yukon,AK07,36143.619999999995
911,2025-07-17,Matanuska Valley and Anchorage,AK13,9.780000000000001
912,2025-07-17,Middle Yukon,AK05,102376.12999999999
913,2025-07-17,North Slope,AK00,3095.05
914,2025-07-17,Northern Panhandle,AK15,0.30000000000000004
915,2025-07-17,Seward Peninsula,AK06,3729.48
916,2025-07-17,Susitna Valley,AK11,0.2
917,2025-07-17,Tanana Valley-East,AK01E,52824.67
918,2025-07-17,Tanana Valley-West,AK01W,237064.78
919,2025-07-17,Tanana Zone-North,AK03N,132134.1
920,2025-07-17,Tanana Zone-South,AK03S,71067.5837741
921,2025-07-17,Upper Yukon Valley,AK02,155718.26
922,2025-07-17,Yukon-Kuskokwim Delta,AK08,37.18
923,2025-07-18,Central Panhandle,AK16,0.5
924,2025-07-18,Copper River Basin,AK12,6679.4
925,2025-07-18,Kenai Peninsula,AK14,16.53
926,2025-07-18,Koyukuk and Upper Kobuk,AK04,77951.26000000001
927,2025-07-18,Kuskokwim Valley,AK09,4063.44
928,2025-07-18,Lower Yukon,AK07,36143.62
929,2025-07-18,Matanuska Valley and Anchorage,AK13,9.780000000000001
930,2025-07-18,Middle Yukon,AK05,102376.13
931,2025-07-18,North Slope,AK00,3095.0499999999997
932,2025-07-18,Northern Panhandle,AK15,0.30000000000000004
933,2025-07-18,Seward Peninsula,AK06,3729.48
934,2025-07-18,Susitna Valley,AK11,0.2
935,2025-07-18,Tanana Valley-East,AK01E,53412.630000000005
936,2025-07-18,Tanana Valley-West,AK01W,237080.0
937,2025-07-18,Tanana Zone-North,AK03N,132579.95
938,2025-07-18,Tanana Zone-South,AK03S,71067.5837741
939,2025-07-18,Upper Yukon Valley,AK02,157350.96
940,2025-07-18,Yukon-Kuskokwim Delta,AK08,37.18
941,2025-07-19,Central Panhandle,AK16,0.5
942,2025-07-19,Copper River Basin,AK12,6679.4
943,2025-07-19,Kenai Peninsula,AK14,16.53
944,2025-07-19,Koyukuk and Upper Kobuk,AK04,79821.78
945,2025-07-19,Kuskokwim Valley,AK09,4063.44
946,2025-07-19,Lower Yukon,AK07,36143.62
947,2025-07-19,Matanuska Valley and Anchorage,AK13,9.88
948,2025-07-19,Middle Yukon,AK05,102142.99
949,2025-07-19,North Slope,AK00,3095.15
950,2025-07-19,Northern Panhandle,AK15,0.30000000000000004
951,2025-07-19,Seward Peninsula,AK06,3729.48
952,2025-07-19,Susitna Valley,AK11,0.2
953,2025-07-19,Tanana Valley-East,AK01E,53507.340000000004
954,2025-07-19,Tanana Valley-West,AK01W,239360.26
955,2025-07-19,Tanana Zone-North,AK03N,132579.95
956,2025-07-19,Tanana Zone-South,AK03S,75167.5837741
957,2025-07-19,Upper Yukon Valley,AK02,159730.36
958,2025-07-19,Yukon-Kuskokwim Delta,AK08,37.18
959,2025-07-20,Central Panhandle,AK16,0.5
960,2025-07-20,Copper River Basin,AK12,6679.4
961,2025-07-20,Kenai Peninsula,AK14,16.53
962,2025-07-20,Koyukuk and Upper Kobuk,AK04,79807.3
963,2025-07-20,Kuskokwim Valley,AK09,4063.44
964,2025-07-20,Lower Yukon,AK07,36143.62
965,2025-07-20,Matanuska Valley and Anchorage,AK13,9.88
966,2025-07-20,Middle Yukon,AK05,111255.20000000001
967,2025-07-20,North Slope,AK00,3095.15
968,2025-07-20,Northern Panhandle,AK15,0.30000000000000004
