Year,Month,Day,ProtectionUnit,TotalFires,Acres,reportdate
2007,6,11,DAS,24.0,10.8,2007-06-11
2007,6,11,FAS,45.0,12143.4,2007-06-11
2007,6,11,KKS,16.0,314.6,2007-06-11
2007,6,11,MSS,59.0,166.3,2007-06-11
2007,6,11,TAS,1.0,35.0,2007-06-11
2007,6,11,CGF,4.0,0.4,2007-06-11
2007,6,11,SWS,6.0,113.4,2007-06-11
2007,6,12,GAD,13.0,2490.2,2007-06-12
2007,6,12,MID,21.0,1558.0,2007-06-12
2007,6,12,TAD,6.0,26828.8,2007-06-12
2007,6,12,UYD,10.0,19026.6,2007-06-12
2007,6,12,CRS,8.0,4.6,2007-06-12
2007,6,12,DAS,24.0,10.8,2007-06-12
2007,6,12,FAS,45.0,14121.3,2007-06-12
2007,6,12,KKS,17.0,317.6,2007-06-12
2007,6,12,MSS,59.0,166.3,2007-06-12
2007,6,12,TAS,1.0,35.0,2007-06-12
2007,6,12,CGF,4.0,0.4,2007-06-12
2007,6,12,SWS,6.0,113.4,2007-06-12
2007,6,13,GAD,18.0,3062.2,2007-06-13
2007,6,13,MID,21.0,1558.0,2007-06-13
2007,6,13,TAD,10.0,29570.6,2007-06-13
2007,6,13,UYD,11.0,19486.6,2007-06-13
2007,6,13,CRS,9.0,4.7,2007-06-13
2007,6,13,DAS,24.0,10.8,2007-06-13
2007,6,13,FAS,46.0,16703.4,2007-06-13
2007,6,13,KKS,17.0,317.6,2007-06-13
2007,6,13,MSS,58.0,166.3,2007-06-13
2007,6,13,TAS,1.0,35.0,2007-06-13
2007,6,13,CGF,4.0,0.4,2007-06-13
2007,6,13,SWS,6.0,113.4,2007-06-13
2007,6,14,GAD,18.0,3195.2,2007-06-14
2007,6,14,MID,21.0,1558.0,2007-06-14
2007,6,14,TAD,10.0,29570.6,2007-06-14
2007,6,14,UYD,11.0,19696.6,2007-06-14
2007,6,14,CRS,9.0,4.7,2007-06-14
2007,6,14,DAS,24.0,10.8,2007-06-14
2007,6,14,FAS,46.0,16703.4,2007-06-14
2007,6,14,KKS,18.0,318.6,2007-06-14
2007,6,14,MSS,58.0,166.3,2007-06-14
2007,6,14,TAS,1.0,35.0,2007-06-14
2007,6,14,CGF,4.0,0.4,2007-06-14
2007,6,14,SWS,7.0,123.4,2007-06-14
2007,6,15,GAD,18.0,3197.2,2007-06-15
2007,6,15,MID,21.0,1558.0,2007-06-15
2007,6,15,TAD,10.0,29655.6,2007-06-15
2007,6,15,UYD,11.0,19696.6,2007-06-15
2007,6,15,CRS,9.0,4.7,2007-06-15
2007,6,15,DAS,24.0,10.8,2007-06-15
2007,6,15,FAS,46.0,16703.4,2007-06-15
2007,6,15,KKS,19.0,318.8,2007-06-15
2007,6,15,MSS,58.0,166.5,2007-06-15
2007,6,15,TAS,1.0,35.0,2007-06-15
2007,6,15,CGF,4.0,0.4,2007-06-15
2007,6,15,SWS,7.0,143.4,2007-06-15
2007,6,16,GAD,18.0,3197.2,2007-06-16
2007,6,16,MID,21.0,1558.0,2007-06-16
2007,6,16,TAD,10.0,29655.6,2007-06-16
2007,6,16,UYD,11.0,21361.3,2007-06-16
2007,6,16,CRS,9.0,4.7,2007-06-16
2007,6,16,DAS,24.0,10.8,2007-06-16
2007,6,16,FAS,46.0,16703.4,2007-06-16
2007,6,16,KKS,20.0,330.8,2007-06-16
2007,6,16,MSS,58.0,166.5,2007-06-16
2007,6,16,TAS,1.0,35.0,2007-06-16
2007,6,16,CGF,4.0,0.4,2007-06-16
2007,6,16,SWS,7.0,143.4,2007-06-16
2007,6,17,GAD,18.0,3197.2,2007-06-17
2007,6,17,MID,21.0,1558.0,2007-06-17
2007,6,17,TAD,10.0,29655.6,2007-06-17
2007,6,17,UYD,11.0,21361.3,2007-06-17
2007,6,17,CRS,9.0,4.7,2007-06-17
2007,6,17,DAS,24.0,10.8,2007-06-17
2007,6,17,FAS,46.0,16703.4,2007-06-17
2007,6,17,KKS,21.0,333.9,2007-06-17
2007,6,17,MSS,60.0,167.2,2007-06-17
2007,6,17,TAS,1.0,35.0,2007-06-17
2007,6,17,CGF,4.0,0.4,2007-06-17
2007,6,17,SWS,7.0,143.4,2007-06-17
2007,6,18,GAD,18.0,3197.2,2007-06-18
2007,6,18,MID,22.0,1559.0,2007-06-18
2007,6,18,TAD,10.0,29655.6,2007-06-18
2007,6,18,UYD,11.0,21361.3,2007-06-18
2007,6,18,CRS,10.0,5.7,2007-06-18
2007,6,18,DAS,25.0,13.8,2007-06-18
2007,6,18,FAS,47.0,16703.4,2007-06-18
2007,6,18,KKS,21.0,333.9,2007-06-18
2007,6,18,MSS,60.0,167.2,2007-06-18
2007,6,18,TAS,1.0,35.0,2007-06-18
2007,6,18,CGF,4.0,0.4,2007-06-18
2007,6,18,SWS,7.0,143.4,2007-06-18
2007,6,19,GAD,20.0,3217.2,2007-06-19
2007,6,19,MID,22.0,1559.0,2007-06-19
2007,6,19,TAD,10.0,29655.6,2007-06-19
2007,6,19,UYD,11.0,21361.3,2007-06-19
2007,6,19,CRS,10.0,5.7,2007-06-19
2007,6,19,DAS,26.0,19.8,2007-06-19
2007,6,19,FAS,47.0,16703.5,2007-06-19
2007,6,19,KKS,21.0,333.9,2007-06-19
2007,6,19,MSS,60.0,167.7,2007-06-19
2007,6,19,TAS,3.0,36.0,2007-06-19
2007,6,19,CGF,4.0,0.4,2007-06-19
2007,6,19,SWS,7.0,143.4,2007-06-19
2007,6,20,GAD,19.0,3272.7,2007-06-20
2007,6,20,MID,21.0,1558.0,2007-06-20
2007,6,20,TAD,12.0,29770.5,2007-06-20
2007,6,20,UYD,11.0,21452.4,2007-06-20
2007,6,20,CRS,10.0,5.7,2007-06-20
2007,6,20,DAS,26.0,21.8,2007-06-20
2007,6,20,FAS,52.0,16708.7,2007-06-20
2007,6,20,KKS,23.0,1333.9,2007-06-20
2007,6,20,MSS,65.0,167.7,2007-06-20
2007,6,20,TAS,4.0,36.0,2007-06-20
2007,6,20,CGF,4.0,0.4,2007-06-20
2007,6,20,SWS,7.0,143.4,2007-06-20
2007,6,21,GAD,19.0,7972.7,2007-06-21
2007,6,21,MID,22.0,1558.0,2007-06-21
2007,6,21,TAD,13.0,29950.5,2007-06-21
2007,6,21,UYD,12.0,30008.3,2007-06-21
2007,6,21,CRS,10.0,5.7,2007-06-21
2007,6,21,DAS,26.0,21.8,2007-06-21
2007,6,21,FAS,53.0,17936.7,2007-06-21
2007,6,21,KKS,24.0,4334.4,2007-06-21
2007,6,21,MSS,77.0,476.4,2007-06-21
2007,6,21,TAS,4.0,36.0,2007-06-21
2007,6,21,CGF,4.0,0.4,2007-06-21
2007,6,21,SWS,7.0,143.4,2007-06-21
2007,6,22,GAD,19.0,7972.7,2007-06-22
2007,6,22,MID,22.0,1558.1,2007-06-22
2007,6,22,TAD,14.0,29975.5,2007-06-22
2007,6,22,UYD,15.0,33012.3,2007-06-22
2007,6,22,CRS,10.0,5.7,2007-06-22
2007,6,22,DAS,27.0,22.3,2007-06-22
2007,6,22,FAS,53.0,19885.7,2007-06-22
2007,6,22,HNS,1.0,0.1,2007-06-22
2007,6,22,KKS,25.0,12334.5,2007-06-22
2007,6,22,MSS,81.0,6233.8,2007-06-22
2007,6,22,TAS,4.0,37.5,2007-06-22
2007,6,22,CGF,4.0,0.4,2007-06-22
2007,6,22,SWS,7.0,143.4,2007-06-22
2007,6,23,GAD,19.0,8094.4,2007-06-23
2007,6,23,MID,22.0,1558.1,2007-06-23
2007,6,23,TAD,16.0,30166.0,2007-06-23
2007,6,23,UYD,15.0,36462.3,2007-06-23
2007,6,23,CRS,10.0,5.7,2007-06-23
2007,6,23,DAS,27.0,22.3,2007-06-23
2007,6,23,FAS,52.0,19885.7,2007-06-23
2007,6,23,HNS,1.0,0.1,2007-06-23
2007,6,23,KKS,24.0,39028.0,2007-06-23
2007,6,23,MSS,83.0,8731.5,2007-06-23
2007,6,23,TAS,6.0,40.0,2007-06-23
2007,6,23,CGF,5.0,0.9,2007-06-23
2007,6,23,SWS,7.0,143.4,2007-06-23
2007,6,25,GAD,19.0,8094.4,2007-06-25
2007,6,25,MID,22.0,1558.1,2007-06-25
2007,6,25,TAD,16.0,30166.0,2007-06-25
2007,6,25,UYD,15.0,36465.6,2007-06-25
2007,6,25,CRS,10.0,5.7,2007-06-25
2007,6,25,DAS,27.0,22.3,2007-06-25
2007,6,25,FAS,50.0,22742.7,2007-06-25
2007,6,25,HNS,1.0,0.1,2007-06-25
2007,6,25,KKS,24.0,52334.0,2007-06-25
2007,6,25,MSS,81.0,8731.5,2007-06-25
2007,6,25,TAS,6.0,40.1,2007-06-25
2007,6,25,CGF,6.0,1.0,2007-06-25
2007,6,25,SWS,7.0,143.4,2007-06-25
2007,6,26,GAD,19.0,8094.4,2007-06-26
2007,6,26,MID,22.0,1558.1,2007-06-26
2007,6,26,TAD,16.0,30166.0,2007-06-26
2007,6,26,UYD,16.0,36545.6,2007-06-26
2007,6,26,CRS,10.0,5.7,2007-06-26
2007,6,26,DAS,28.0,24.3,2007-06-26
2007,6,26,FAS,50.0,22742.7,2007-06-26
2007,6,26,HNS,1.0,0.1,2007-06-26
2007,6,26,KKS,24.0,55016.0,2007-06-26
2007,6,26,MSS,82.0,8731.5,2007-06-26
2007,6,26,TAS,7.0,190.1,2007-06-26
2007,6,26,CGF,6.0,1.0,2007-06-26
2007,6,26,SWS,7.0,143.4,2007-06-26
2007,6,27,GAD,19.0,8094.4,2007-06-27
2007,6,27,MID,22.0,1558.1,2007-06-27
2007,6,27,TAD,16.0,30166.0,2007-06-27
2007,6,27,UYD,16.0,36545.6,2007-06-27
2007,6,27,CRS,10.0,5.7,2007-06-27
2007,6,27,DAS,29.0,28.8,2007-06-27
2007,6,27,FAS,51.0,22742.8,2007-06-27
2007,6,27,HNS,1.0,0.1,2007-06-27
2007,6,27,KKS,24.0,55107.0,2007-06-27
2007,6,27,MSS,83.0,8731.5,2007-06-27
2007,6,27,TAS,9.0,190.1,2007-06-27
2007,6,27,CGF,6.0,1.0,2007-06-27
2007,6,27,SWS,7.0,143.4,2007-06-27
2007,6,28,GAD,19.0,8094.4,2007-06-28
2007,6,28,MID,22.0,1558.1,2007-06-28
2007,6,28,TAD,16.0,30166.0,2007-06-28
2007,6,28,UYD,16.0,36545.6,2007-06-28
2007,6,28,CRS,10.0,5.7,2007-06-28
2007,6,28,DAS,30.0,29.3,2007-06-28
2007,6,28,FAS,52.0,22742.9,2007-06-28
2007,6,28,HNS,1.0,0.1,2007-06-28
2007,6,28,KKS,24.0,55556.0,2007-06-28
2007,6,28,MSS,83.0,8735.0,2007-06-28
2007,6,28,TAS,9.0,242.2,2007-06-28
2007,6,28,CGF,6.0,1.0,2007-06-28
2007,6,28,SWS,7.0,143.4,2007-06-28
2007,6,29,GAD,19.0,8094.4,2007-06-29
2007,6,29,MID,22.0,1558.1,2007-06-29
2007,6,29,TAD,16.0,30166.0,2007-06-29
2007,6,29,UYD,18.0,36653.6,2007-06-29
2007,6,29,CRS,10.0,5.7,2007-06-29
2007,6,29,DAS,30.0,29.3,2007-06-29
2007,6,29,FAS,52.0,22743.0,2007-06-29
2007,6,29,HNS,1.0,0.1,2007-06-29
2007,6,29,KKS,24.0,55556.0,2007-06-29
2007,6,29,MSS,85.0,8735.2,2007-06-29
2007,6,29,TAS,10.0,542.7,2007-06-29
2007,6,29,CGF,6.0,1.0,2007-06-29
2007,6,29,SWS,7.0,143.4,2007-06-29
2007,6,30,GAD,19.0,9094.4,2007-06-30
2007,6,30,MID,22.0,1558.1,2007-06-30
2007,6,30,TAD,16.0,30166.0,2007-06-30
2007,6,30,UYD,18.0,37062.9,2007-06-30
2007,6,30,CRS,10.0,5.7,2007-06-30
2007,6,30,DAS,30.0,31.5,2007-06-30
2007,6,30,FAS,55.0,25477.5,2007-06-30
2007,6,30,HNS,1.0,0.1,2007-06-30
2007,6,30,KKS,24.0,55556.0,2007-06-30
2007,6,30,MSS,87.0,8735.4,2007-06-30
2007,6,30,TAS,10.0,19042.7,2007-06-30
2007,6,30,CGF,6.0,1.0,2007-06-30
2007,6,30,SWS,7.0,143.4,2007-06-30
2007,8,1,GAD,58.0,58538.2,2007-08-01
2007,8,1,MID,23.0,1558.2,2007-08-01
2007,8,1,TAD,65.0,69256.5,2007-08-01
2007,8,1,UYD,60.0,99976.7,2007-08-01
2007,8,1,CRS,12.0,7.6,2007-08-01
2007,8,1,DAS,31.0,32.5,2007-08-01
2007,8,1,FAS,71.0,38245.9,2007-08-01
2007,8,1,HNS,1.0,0.1,2007-08-01
2007,8,1,KKS,26.0,55973.1,2007-08-01
2007,8,1,MSS,93.0,8605.1,2007-08-01
2007,8,1,TAS,12.0,19044.4,2007-08-01
2007,8,1,CGF,9.0,2.2,2007-08-01
2007,8,1,SWS,22.0,9393.7,2007-08-01
2007,8,2,GAD,58.0,58553.2,2007-08-02
2007,8,2,MID,23.0,1558.2,2007-08-02
2007,8,2,TAD,65.0,69823.4,2007-08-02
2007,8,2,UYD,60.0,99976.7,2007-08-02
2007,8,2,CRS,12.0,7.6,2007-08-02
2007,8,2,DAS,31.0,32.5,2007-08-02
2007,8,2,FAS,71.0,38245.9,2007-08-02
2007,8,2,HNS,1.0,0.1,2007-08-02
2007,8,2,KKS,26.0,55982.1,2007-08-02
2007,8,2,MSS,93.0,8605.0,2007-08-02
2007,8,2,TAS,12.0,19044.4,2007-08-02
2007,8,2,CGF,9.0,2.2,2007-08-02
2007,8,2,SWS,22.0,9393.7,2007-08-02
2007,8,3,GAD,58.0,58553.2,2007-08-03
2007,8,3,MID,23.0,1558.2,2007-08-03
2007,8,3,TAD,65.0,69821.1,2007-08-03
2007,8,3,UYD,60.0,100329.6,2007-08-03
2007,8,3,CRS,12.0,7.6,2007-08-03
2007,8,3,DAS,31.0,32.5,2007-08-03
2007,8,3,FAS,71.0,38245.9,2007-08-03
2007,8,3,HNS,1.0,0.1,2007-08-03
2007,8,3,KKS,26.0,55982.1,2007-08-03
2007,8,3,MSS,93.0,8605.0,2007-08-03
2007,8,3,TAS,12.0,19044.4,2007-08-03
2007,8,3,CGF,9.0,2.2,2007-08-03
2007,8,3,SWS,22.0,9393.7,2007-08-03
2007,8,4,GAD,58.0,58553.2,2007-08-04
2007,8,4,MID,23.0,1558.2,2007-08-04
2007,8,4,TAD,65.0,69291.8,2007-08-04
2007,8,4,UYD,60.0,105417.0,2007-08-04
2007,8,4,CRS,12.0,7.6,2007-08-04
2007,8,4,DAS,31.0,32.5,2007-08-04
2007,8,4,FAS,71.0,38245.9,2007-08-04
2007,8,4,HNS,1.0,0.1,2007-08-04
2007,8,4,KKS,26.0,55982.1,2007-08-04
2007,8,4,MSS,93.0,8605.0,2007-08-04
2007,8,4,TAS,12.0,19044.4,2007-08-04
2007,8,4,CGF,9.0,2.2,2007-08-04
2007,8,4,SWS,22.0,9393.7,2007-08-04
2007,8,5,GAD,58.0,58553.2,2007-08-05
2007,8,5,MID,0.0,1558.2,2007-08-05
2007,8,5,TAD,17.0,69291.8,2007-08-05
2007,8,5,UYD,60.0,109255.9,2007-08-05
2007,8,5,CRS,12.0,7.6,2007-08-05
2007,8,5,DAS,31.0,32.5,2007-08-05
2007,8,5,FAS,1.0,38245.9,2007-08-05
2007,8,5,HNS,0.0,0.1,2007-08-05
2007,8,5,KKS,0.0,55982.1,2007-08-05
2007,8,5,MSS,93.0,8605.0,2007-08-05
2007,8,5,TAS,4.0,19044.4,2007-08-05
2007,8,5,CGF,0.0,2.2,2007-08-05
2007,8,5,SWS,22.0,9393.7,2007-08-05
2007,8,6,GAD,58.0,58553.2,2007-08-06
2007,8,6,MID,23.0,1558.2,2007-08-06
2007,8,6,TAD,65.0,69291.8,2007-08-06
2007,8,6,UYD,60.0,109310.0,2007-08-06
2007,8,6,CRS,12.0,7.6,2007-08-06
2007,8,6,DAS,31.0,32.5,2007-08-06
2007,8,6,FAS,71.0,38245.9,2007-08-06
2007,8,6,HNS,1.0,0.1,2007-08-06
2007,8,6,KKS,26.0,55982.1,2007-08-06
2007,8,6,MSS,93.0,8605.0,2007-08-06
2007,8,6,TAS,12.0,19044.4,2007-08-06
2007,8,6,CGF,9.0,2.2,2007-08-06
2007,8,6,SWS,22.0,9393.7,2007-08-06
2007,8,7,GAD,58.0,58553.2,2007-08-07
2007,8,7,MID,23.0,1558.2,2007-08-07
2007,8,7,TAD,65.0,69291.8,2007-08-07
2007,8,7,UYD,60.0,109310.0,2007-08-07
2007,8,7,CRS,12.0,7.6,2007-08-07
2007,8,7,DAS,31.0,32.5,2007-08-07
2007,8,7,FAS,71.0,38245.9,2007-08-07
2007,8,7,HNS,1.0,0.1,2007-08-07
2007,8,7,KKS,26.0,55982.1,2007-08-07
2007,8,7,MSS,93.0,8605.0,2007-08-07
2007,8,7,TAS,12.0,19044.4,2007-08-07
2007,8,7,CGF,9.0,2.2,2007-08-07
2007,8,7,SWS,22.0,9393.7,2007-08-07
2007,8,8,GAD,58.0,58553.3,2007-08-08
2007,8,8,MID,23.0,1558.2,2007-08-08
2007,8,8,TAD,65.0,69290.5,2007-08-08
2007,8,8,UYD,60.0,109310.0,2007-08-08
2007,8,8,CRS,12.0,7.6,2007-08-08
2007,8,8,DAS,31.0,32.5,2007-08-08
2007,8,8,FAS,71.0,38245.9,2007-08-08
2007,8,8,HNS,1.0,0.1,2007-08-08
2007,8,8,KKS,27.0,55982.1,2007-08-08
2007,8,8,MSS,93.0,8605.0,2007-08-08
2007,8,8,TAS,12.0,19044.4,2007-08-08
2007,8,8,CGF,9.0,2.2,2007-08-08
2007,8,8,SWS,22.0,9393.7,2007-08-08
2007,8,9,GAD,58.0,58563.2,2007-08-09
2007,8,9,MID,23.0,1558.2,2007-08-09
2007,8,9,TAD,65.0,69290.5,2007-08-09
2007,8,9,UYD,60.0,109310.0,2007-08-09
2007,8,9,CRS,12.0,7.6,2007-08-09
2007,8,9,DAS,31.0,32.5,2007-08-09
2007,8,9,FAS,71.0,38245.9,2007-08-09
2007,8,9,HNS,1.0,0.1,2007-08-09
2007,8,9,KKS,27.0,56172.1,2007-08-09
2007,8,9,MSS,93.0,8605.0,2007-08-09
2007,8,9,TAS,12.0,19044.4,2007-08-09
2007,8,9,CGF,9.0,2.2,2007-08-09
2007,8,9,SWS,22.0,9393.7,2007-08-09
2007,8,10,GAD,58.0,58563.2,2007-08-10
2007,8,10,MID,23.0,1558.2,2007-08-10
2007,8,10,TAD,65.0,69290.5,2007-08-10
2007,8,10,UYD,60.0,112165.2,2007-08-10
2007,8,10,CRS,12.0,7.6,2007-08-10
2007,8,10,DAS,31.0,32.5,2007-08-10
2007,8,10,FAS,71.0,38245.9,2007-08-10
2007,8,10,HNS,1.0,0.1,2007-08-10
2007,8,10,KKS,27.0,56472.2,2007-08-10
2007,8,10,MSS,93.0,8605.0,2007-08-10
2007,8,10,TAS,12.0,19044.4,2007-08-10
2007,8,10,CGF,9.0,2.2,2007-08-10
2007,8,10,SWS,22.0,9393.7,2007-08-10
2007,8,11,GAD,58.0,58563.2,2007-08-11
2007,8,11,MID,23.0,1558.2,2007-08-11
2007,8,11,TAD,65.0,69290.5,2007-08-11
2007,8,11,UYD,60.0,113511.2,2007-08-11
2007,8,11,CRS,12.0,7.6,2007-08-11
2007,8,11,DAS,31.0,32.5,2007-08-11
2007,8,11,FAS,71.0,38245.9,2007-08-11
2007,8,11,HNS,1.0,0.1,2007-08-11
2007,8,11,KKS,27.0,56752.2,2007-08-11
2007,8,11,MSS,93.0,8605.0,2007-08-11
2007,8,11,TAS,12.0,19044.4,2007-08-11
2007,8,11,CGF,9.0,2.2,2007-08-11
2007,8,11,SWS,22.0,9393.7,2007-08-11
2007,8,12,GAD,60.0,58562.8,2007-08-12
2007,8,12,MID,23.0,1558.2,2007-08-12
2007,8,12,TAD,65.0,69290.5,2007-08-12
2007,8,12,UYD,60.0,113511.2,2007-08-12
2007,8,12,CRS,12.0,7.6,2007-08-12
2007,8,12,DAS,31.0,32.5,2007-08-12
2007,8,12,FAS,71.0,38245.9,2007-08-12
2007,8,12,HNS,1.0,0.1,2007-08-12
2007,8,12,KKS,27.0,57072.2,2007-08-12
2007,8,12,MSS,93.0,8605.0,2007-08-12
2007,8,12,TAS,12.0,19044.4,2007-08-12
2007,8,12,CGF,9.0,2.2,2007-08-12
2007,8,12,SWS,22.0,9393.7,2007-08-12
2007,8,13,GAD,59.0,58591.8,2007-08-13
2007,8,13,MID,23.0,1558.2,2007-08-13
2007,8,13,TAD,65.0,69290.5,2007-08-13
2007,8,13,UYD,60.0,113511.2,2007-08-13
2007,8,13,CRS,12.0,7.6,2007-08-13
2007,8,13,DAS,31.0,32.5,2007-08-13
2007,8,13,FAS,71.0,38245.9,2007-08-13
2007,8,13,HNS,1.0,0.1,2007-08-13
2007,8,13,KKS,27.0,57072.2,2007-08-13
2007,8,13,MSS,93.0,8605.0,2007-08-13
2007,8,13,TAS,12.0,19044.4,2007-08-13
2007,8,13,CGF,9.0,2.2,2007-08-13
2007,8,13,SWS,22.0,9393.7,2007-08-13
2007,8,14,GAD,59.0,58591.8,2007-08-14
2007,8,14,MID,23.0,1558.2,2007-08-14
2007,8,14,TAD,65.0,69290.5,2007-08-14
2007,8,14,UYD,60.0,113511.2,2007-08-14
2007,8,14,CRS,12.0,7.6,2007-08-14
2007,8,14,DAS,31.0,32.5,2007-08-14
2007,8,14,FAS,71.0,38245.9,2007-08-14
2007,8,14,HNS,1.0,0.1,2007-08-14
2007,8,14,KKS,28.0,57472.3,2007-08-14
2007,8,14,MSS,93.0,8605.0,2007-08-14
2007,8,14,TAS,12.0,19044.4,2007-08-14
2007,8,14,CGF,9.0,2.2,2007-08-14
2007,8,14,SWS,22.0,9393.7,2007-08-14
2007,8,15,GAD,59.0,58591.8,2007-08-15
2007,8,15,MID,23.0,1558.2,2007-08-15
2007,8,15,TAD,65.0,69290.5,2007-08-15
2007,8,15,UYD,60.0,113511.2,2007-08-15
2007,8,15,CRS,12.0,7.6,2007-08-15
2007,8,15,DAS,31.0,32.5,2007-08-15
2007,8,15,FAS,71.0,38245.9,2007-08-15
2007,8,15,HNS,1.0,0.1,2007-08-15
2007,8,15,KKS,28.0,57672.3,2007-08-15
2007,8,15,MSS,93.0,8605.0,2007-08-15
2007,8,15,TAS,12.0,19044.4,2007-08-15
2007,8,15,CGF,9.0,2.2,2007-08-15
2007,8,15,SWS,22.0,9393.7,2007-08-15
2007,8,16,GAD,59.0,58591.8,2007-08-16
2007,8,16,MID,23.0,1558.2,2007-08-16
2007,8,16,TAD,65.0,69290.5,2007-08-16
2007,8,16,UYD,60.0,113511.2,2007-08-16
2007,8,16,CRS,12.0,7.6,2007-08-16
2007,8,16,DAS,31.0,32.5,2007-08-16
2007,8,16,FAS,71.0,38245.9,2007-08-16
2007,8,16,HNS,1.0,0.1,2007-08-16
2007,8,16,KKS,28.0,57922.3,2007-08-16
2007,8,16,MSS,93.0,8605.0,2007-08-16
2007,8,16,TAS,12.0,19044.4,2007-08-16
2007,8,16,CGF,9.0,2.2,2007-08-16
2007,8,16,SWS,22.0,9393.7,2007-08-16
2007,8,18,GAD,59.0,58591.8,2007-08-18
2007,8,18,MID,24.0,1558.2,2007-08-18
2007,8,18,TAD,65.0,69290.5,2007-08-18
2007,8,18,UYD,60.0,115752.5,2007-08-18
2007,8,18,CRS,13.0,7.6,2007-08-18
2007,8,18,DAS,31.0,32.5,2007-08-18
2007,8,18,FAS,71.0,38245.9,2007-08-18
2007,8,18,HNS,1.0,0.1,2007-08-18
2007,8,18,KKS,28.0,57922.3,2007-08-18
2007,8,18,MSS,93.0,8605.0,2007-08-18
2007,8,18,TAS,12.0,19044.4,2007-08-18
2007,8,18,CGF,9.0,2.2,2007-08-18
2007,8,18,SWS,22.0,9393.7,2007-08-18
2007,8,19,GAD,59.0,58591.8,2007-08-19
2007,8,19,MID,24.0,1558.2,2007-08-19
2007,8,19,TAD,65.0,69290.5,2007-08-19
2007,8,19,UYD,60.0,118724.0,2007-08-19
2007,8,19,CRS,13.0,7.6,2007-08-19
2007,8,19,DAS,31.0,32.5,2007-08-19
2007,8,19,FAS,71.0,38245.9,2007-08-19
2007,8,19,HNS,1.0,0.1,2007-08-19
2007,8,19,KKS,28.0,57932.3,2007-08-19
2007,8,19,MSS,93.0,8605.0,2007-08-19
2007,8,19,TAS,13.0,19044.4,2007-08-19
2007,8,19,CGF,9.0,2.2,2007-08-19
2007,8,19,SWS,22.0,9393.7,2007-08-19
2007,8,20,GAD,59.0,58591.8,2007-08-20
2007,8,20,MID,24.0,1558.2,2007-08-20
2007,8,20,TAD,65.0,69290.5,2007-08-20
2007,8,20,UYD,60.0,118724.0,2007-08-20
2007,8,20,CRS,13.0,7.6,2007-08-20
2007,8,20,DAS,31.0,32.5,2007-08-20
2007,8,20,FAS,71.0,38245.9,2007-08-20
2007,8,20,HNS,1.0,0.1,2007-08-20
2007,8,20,KKS,28.0,57932.3,2007-08-20
2007,8,20,MSS,93.0,8605.0,2007-08-20
2007,8,20,TAS,12.0,19044.4,2007-08-20
2007,8,20,CGF,9.0,2.2,2007-08-20
2007,8,20,SWS,22.0,9393.7,2007-08-20
2007,8,21,GAD,59.0,58591.8,2007-08-21
2007,8,21,MID,24.0,1558.2,2007-08-21
2007,8,21,TAD,65.0,69290.5,2007-08-21
2007,8,21,UYD,60.0,125129.7,2007-08-21
2007,8,21,CRS,13.0,7.6,2007-08-21
2007,8,21,DAS,31.0,32.5,2007-08-21
2007,8,21,FAS,71.0,38245.9,2007-08-21
2007,8,21,HNS,1.0,0.1,2007-08-21
2007,8,21,KKS,28.0,57932.3,2007-08-21
2007,8,21,MSS,93.0,8605.0,2007-08-21
2007,8,21,TAS,12.0,19044.4,2007-08-21
2007,8,21,CGF,9.0,2.2,2007-08-21
2007,8,21,SWS,22.0,9393.7,2007-08-21
2007,8,22,GAD,59.0,58591.8,2007-08-22
2007,8,22,MID,24.0,1558.2,2007-08-22
2007,8,22,TAD,65.0,69290.5,2007-08-22
2007,8,22,UYD,60.0,125129.7,2007-08-22
2007,8,22,CRS,13.0,7.6,2007-08-22
2007,8,22,DAS,31.0,32.5,2007-08-22
2007,8,22,FAS,71.0,38245.9,2007-08-22
2007,8,22,HNS,1.0,0.1,2007-08-22
2007,8,22,KKS,28.0,57932.3,2007-08-22
2007,8,22,MSS,93.0,8605.0,2007-08-22
2007,8,22,TAS,12.0,19044.4,2007-08-22
2007,8,22,CGF,9.0,2.2,2007-08-22
2007,8,22,SWS,22.0,9393.7,2007-08-22
2007,8,23,GAD,59.0,58591.8,2007-08-23
2007,8,23,MID,24.0,1558.2,2007-08-23
2007,8,23,TAD,65.0,74405.0,2007-08-23
2007,8,23,UYD,60.0,125129.7,2007-08-23
2007,8,23,CRS,13.0,7.6,2007-08-23
2007,8,23,DAS,31.0,32.5,2007-08-23
2007,8,23,FAS,71.0,38245.9,2007-08-23
2007,8,23,HNS,1.0,0.1,2007-08-23
2007,8,23,KKS,28.0,57932.3,2007-08-23
2007,8,23,MSS,93.0,8605.0,2007-08-23
2007,8,23,TAS,12.0,19044.4,2007-08-23
2007,8,23,CGF,9.0,2.2,2007-08-23
2007,8,23,SWS,22.0,9393.7,2007-08-23
2007,8,24,GAD,59.0,58591.8,2007-08-24
2007,8,24,MID,24.0,1558.2,2007-08-24
2007,8,24,TAD,65.0,74405.0,2007-08-24
2007,8,24,UYD,60.0,125129.7,2007-08-24
2007,8,24,CRS,14.0,7.9,2007-08-24
2007,8,24,DAS,31.0,32.5,2007-08-24
2007,8,24,FAS,71.0,38245.9,2007-08-24
2007,8,24,HNS,1.0,0.1,2007-08-24
2007,8,24,KKS,28.0,57932.3,2007-08-24
