Year,Month,Day,ProtectionUnit,TotalFires,Acres,reportdate
2019,9,19,TAS,21.0,41263.0,2019-09-19
2019,9,19,CGF,12.0,3.6,2019-09-19
2019,9,19,TNF,33.0,7.6,2019-09-19
2019,9,19,SWS,115.0,589914.7,2019-09-19
2019,9,20,GAD,85.0,218776.1,2019-09-20
2019,9,20,MID,45.0,50224.6,2019-09-20
2019,9,20,TAD,41.0,354256.2,2019-09-20
2019,9,20,UYD,81.0,1069681.3,2019-09-20
2019,9,20,CRS,28.0,13015.6,2019-09-20
2019,9,20,DAS,16.0,19827.5,2019-09-20
2019,9,20,FAS,49.0,55173.9,2019-09-20
2019,9,20,KKS,72.0,168295.3,2019-09-20
2019,9,20,MSS,122.0,5205.3,2019-09-20
2019,9,20,TAS,21.0,41263.0,2019-09-20
2019,9,20,CGF,12.0,3.6,2019-09-20
2019,9,20,TNF,34.0,7.7,2019-09-20
2019,9,20,SWS,115.0,589914.7,2019-09-20
2019,9,23,GAD,85.0,218775.9,2019-09-23
2019,9,23,MID,45.0,50224.6,2019-09-23
2019,9,23,TAD,41.0,354256.2,2019-09-23
2019,9,23,UYD,81.0,1069681.3,2019-09-23
2019,9,23,CRS,28.0,13015.6,2019-09-23
2019,9,23,DAS,16.0,19827.5,2019-09-23
2019,9,23,FAS,49.0,55174.1,2019-09-23
2019,9,23,KKS,72.0,168295.3,2019-09-23
2019,9,23,MSS,122.0,5205.3,2019-09-23
2019,9,23,TAS,21.0,36168.3,2019-09-23
2019,9,23,CGF,12.0,3.6,2019-09-23
2019,9,23,TNF,34.0,7.7,2019-09-23
2019,9,23,SWS,115.0,589917.0,2019-09-23
2019,9,24,GAD,85.0,218776.0,2019-09-24
2019,9,24,MID,45.0,50224.0,2019-09-24
2019,9,24,TAD,41.0,354255.9,2019-09-24
2019,9,24,UYD,81.0,1069664.5,2019-09-24
2019,9,24,CRS,28.0,13015.6,2019-09-24
2019,9,24,DAS,16.0,18527.5,2019-09-24
2019,9,24,FAS,49.0,55173.7,2019-09-24
2019,9,24,KKS,72.0,168296.3,2019-09-24
2019,9,24,MSS,122.0,5205.5,2019-09-24
2019,9,24,TAS,21.0,36168.3,2019-09-24
2019,9,24,CGF,12.0,3.6,2019-09-24
2019,9,24,TNF,34.0,10.6,2019-09-24
2019,9,24,SWS,115.0,588097.0,2019-09-24
2019,9,25,GAD,84.0,218775.0,2019-09-25
2019,9,25,MID,45.0,50224.9,2019-09-25
2019,9,25,TAD,41.0,354255.9,2019-09-25
2019,9,25,UYD,82.0,1069665.5,2019-09-25
2019,9,25,CRS,28.0,17582.4,2019-09-25
2019,9,25,DAS,16.0,18527.5,2019-09-25
2019,9,25,FAS,49.0,53702.8,2019-09-25
2019,9,25,KKS,72.0,168314.2,2019-09-25
2019,9,25,MSS,123.0,5205.6,2019-09-25
2019,9,25,TAS,21.0,36168.3,2019-09-25
2019,9,25,CGF,12.0,3.6,2019-09-25
2019,9,25,TNF,34.0,10.6,2019-09-25
2019,9,25,SWS,115.0,593619.6,2019-09-25
2019,9,26,GAD,85.0,218776.0,2019-09-26
2019,9,26,MID,45.0,50224.9,2019-09-26
2019,9,26,TAD,41.0,354255.9,2019-09-26
2019,9,26,UYD,81.0,1069664.5,2019-09-26
2019,9,26,CRS,28.0,17582.4,2019-09-26
2019,9,26,DAS,16.0,18527.5,2019-09-26
2019,9,26,FAS,49.0,53702.8,2019-09-26
2019,9,26,KKS,72.0,168314.2,2019-09-26
2019,9,26,MSS,123.0,5205.6,2019-09-26
2019,9,26,TAS,21.0,36168.3,2019-09-26
2019,9,26,CGF,12.0,3.6,2019-09-26
2019,9,26,TNF,34.0,10.6,2019-09-26
2019,9,26,SWS,115.0,593619.6,2019-09-26
2019,9,27,GAD,85.0,218774.6,2019-09-27
2019,9,27,MID,45.0,50224.5,2019-09-27
2019,9,27,TAD,41.0,354255.9,2019-09-27
2019,9,27,UYD,81.0,1069665.9,2019-09-27
2019,9,27,CRS,28.0,17582.7,2019-09-27
2019,9,27,DAS,16.0,18527.5,2019-09-27
2019,9,27,FAS,49.0,53702.8,2019-09-27
2019,9,27,KKS,72.0,168296.3,2019-09-27
2019,9,27,MSS,123.0,5205.6,2019-09-27
2019,9,27,TAS,21.0,36168.3,2019-09-27
2019,9,27,CGF,12.0,3.6,2019-09-27
2019,9,27,TNF,34.0,10.6,2019-09-27
2019,9,27,SWS,115.0,593639.0,2019-09-27
2019,10,1,GAD,85.0,218775.9,2019-10-01
2019,10,1,MID,45.0,50224.5,2019-10-01
2019,10,1,TAD,41.0,354255.9,2019-10-01
2019,10,1,UYD,80.0,1069665.9,2019-10-01
2019,10,1,CRS,28.0,17582.7,2019-10-01
2019,10,1,DAS,16.0,18527.5,2019-10-01
2019,10,1,FAS,49.0,53702.8,2019-10-01
2019,10,1,KKS,72.0,168296.3,2019-10-01
2019,10,1,MSS,123.0,5210.6,2019-10-01
2019,10,1,TAS,21.0,36168.3,2019-10-01
2019,10,1,CGF,12.0,3.6,2019-10-01
2019,10,1,TNF,34.0,10.6,2019-10-01
2019,10,1,SWS,115.0,593639.0,2019-10-01
2019,11,21,GAD,85.0,218775.9,2019-11-21
2019,11,21,MID,45.0,50224.6,2019-11-21
2019,11,21,TAD,40.0,355139.5,2019-11-21
2019,11,21,UYD,79.0,1069512.8,2019-11-21
2019,11,21,CRS,28.0,18561.3,2019-11-21
2019,11,21,DAS,16.0,18527.5,2019-11-21
2019,11,21,FAS,49.0,53702.8,2019-11-21
2019,11,21,KKS,72.0,168296.3,2019-11-21
2019,11,21,MSS,124.0,5209.5,2019-11-21
2019,11,21,TAS,21.0,36168.3,2019-11-21
2019,11,21,CGF,12.0,3.6,2019-11-21
2019,11,21,TNF,34.0,10.6,2019-11-21
2019,11,21,SWS,115.0,687008.9,2019-11-21
2019,11,23,GAD,85.0,218775.9,2019-11-23
2019,11,23,MID,45.0,50224.6,2019-11-23
2019,11,23,TAD,40.0,355139.5,2019-11-23
2019,11,23,UYD,79.0,1069512.8,2019-11-23
2019,11,23,CRS,28.0,18560.5,2019-11-23
2019,11,23,DAS,16.0,18527.5,2019-11-23
2019,11,23,FAS,49.0,53702.8,2019-11-23
2019,11,23,KKS,72.0,168296.3,2019-11-23
2019,11,23,MSS,124.0,5209.5,2019-11-23
2019,11,23,TAS,21.0,36168.3,2019-11-23
2019,11,23,CGF,12.0,3.6,2019-11-23
2019,11,23,TNF,34.0,10.6,2019-11-23
2019,11,23,SWS,114.0,687008.9,2019-11-23
2020,1,10,UYD,1.0,0.1,2020-01-10
2020,3,24,UYD,1.0,0.1,2020-03-24
2020,3,24,KKS,1.0,0.1,2020-03-24
2020,4,2,UYD,1.0,0.1,2020-04-02
2020,4,2,KKS,1.0,0.1,2020-04-02
2020,4,2,MSS,1.0,0.1,2020-04-02
2020,4,3,UYD,1.0,0.1,2020-04-03
2020,4,3,KKS,1.0,0.1,2020-04-03
2020,4,3,MSS,1.0,0.1,2020-04-03
2020,4,9,UYD,1.0,0.1,2020-04-09
2020,4,9,KKS,2.0,0.2,2020-04-09
2020,4,9,MSS,1.0,0.1,2020-04-09
2020,4,10,UYD,1.0,0.1,2020-04-10
2020,4,10,KKS,2.0,0.2,2020-04-10
2020,4,10,MSS,2.0,0.2,2020-04-10
2020,4,14,UYD,1.0,0.1,2020-04-14
2020,4,14,KKS,2.0,0.2,2020-04-14
2020,4,14,MSS,2.0,0.2,2020-04-14
2020,4,22,UYD,1.0,0.1,2020-04-22
2020,4,22,KKS,2.0,0.2,2020-04-22
2020,4,22,MSS,3.0,0.3,2020-04-22
2020,4,24,UYD,1.0,0.1,2020-04-24
2020,4,24,KKS,2.0,0.2,2020-04-24
2020,4,24,MSS,4.0,0.4,2020-04-24
2020,4,24,TNF,1.0,0.1,2020-04-24
2020,4,27,UYD,1.0,0.1,2020-04-27
2020,4,27,KKS,2.0,0.2,2020-04-27
2020,4,27,MSS,8.0,0.9,2020-04-27
2020,4,27,TNF,1.0,0.1,2020-04-27
2020,4,28,UYD,1.0,0.1,2020-04-28
2020,4,28,KKS,2.0,0.2,2020-04-28
2020,4,28,MSS,9.0,1.0,2020-04-28
2020,4,28,TNF,1.0,0.1,2020-04-28
2020,4,29,UYD,1.0,0.1,2020-04-29
2020,4,29,KKS,2.0,0.2,2020-04-29
2020,4,29,MSS,10.0,1.9,2020-04-29
2020,4,29,TAS,1.0,0.1,2020-04-29
2020,4,29,TNF,1.0,0.1,2020-04-29
2020,4,30,UYD,1.0,0.1,2020-04-30
2020,4,30,KKS,4.0,0.4,2020-04-30
2020,4,30,MSS,15.0,52.3,2020-04-30
2020,4,30,TAS,1.0,0.1,2020-04-30
2020,4,30,TNF,1.0,0.1,2020-04-30
2020,5,1,UYD,1.0,0.1,2020-05-01
2020,5,1,KKS,6.0,0.6,2020-05-01
2020,5,1,MSS,15.0,131.9,2020-05-01
2020,5,1,TAS,2.0,0.2,2020-05-01
2020,5,1,CGF,1.0,0.1,2020-05-01
2020,5,1,TNF,1.0,0.1,2020-05-01
2020,5,2,UYD,1.0,0.1,2020-05-02
2020,5,2,FAS,1.0,0.5,2020-05-02
2020,5,2,KKS,7.0,0.7,2020-05-02
2020,5,2,MSS,18.0,132.3,2020-05-02
2020,5,2,TAS,2.0,0.2,2020-05-02
2020,5,2,CGF,1.0,0.1,2020-05-02
2020,5,2,TNF,1.0,0.1,2020-05-02
2020,5,3,UYD,1.0,0.1,2020-05-03
2020,5,3,FAS,1.0,0.5,2020-05-03
2020,5,3,KKS,8.0,1.9,2020-05-03
2020,5,3,MSS,22.0,132.8,2020-05-03
2020,5,3,TAS,3.0,0.3,2020-05-03
2020,5,3,CGF,1.0,0.1,2020-05-03
2020,5,3,TNF,1.0,0.1,2020-05-03
2020,5,4,UYD,1.0,0.1,2020-05-04
2020,5,4,FAS,1.0,0.5,2020-05-04
2020,5,4,KKS,10.0,2.1,2020-05-04
2020,5,4,MSS,42.0,133.5,2020-05-04
2020,5,4,TAS,3.0,0.3,2020-05-04
2020,5,4,CGF,1.0,0.1,2020-05-04
2020,5,4,TNF,1.0,0.1,2020-05-04
2020,5,5,UYD,1.0,0.1,2020-05-05
2020,5,5,FAS,1.0,0.5,2020-05-05
2020,5,5,KKS,12.0,2.5,2020-05-05
2020,5,5,MSS,24.0,133.5,2020-05-05
2020,5,5,TAS,3.0,0.3,2020-05-05
2020,5,5,CGF,1.0,0.1,2020-05-05
2020,5,5,TNF,1.0,0.1,2020-05-05
2020,5,6,UYD,1.0,0.1,2020-05-06
2020,5,6,DAS,1.0,0.1,2020-05-06
2020,5,6,KKS,12.0,2.5,2020-05-06
2020,5,6,MSS,25.0,133.6,2020-05-06
2020,5,6,TAS,3.0,0.3,2020-05-06
2020,5,6,CGF,2.0,0.3,2020-05-06
2020,5,6,TNF,1.0,0.1,2020-05-06
2020,5,7,UYD,1.0,0.1,2020-05-07
2020,5,7,DAS,1.0,0.1,2020-05-07
2020,5,7,FAS,1.0,0.5,2020-05-07
2020,5,7,KKS,12.0,2.5,2020-05-07
2020,5,7,MSS,27.0,136.7,2020-05-07
2020,5,7,TAS,3.0,0.3,2020-05-07
2020,5,7,CGF,2.0,0.3,2020-05-07
2020,5,7,TNF,1.0,0.1,2020-05-07
2020,5,8,SWS,1.0,0.1,2020-05-08
2020,5,8,UYD,1.0,0.1,2020-05-08
2020,5,8,DAS,1.0,0.1,2020-05-08
2020,5,8,FAS,1.0,0.5,2020-05-08
2020,5,8,KKS,12.0,2.5,2020-05-08
2020,5,8,MSS,29.0,136.9,2020-05-08
2020,5,8,TAS,4.0,0.4,2020-05-08
2020,5,8,CGF,2.0,0.3,2020-05-08
2020,5,8,TNF,1.0,0.1,2020-05-08
2020,5,9,UYD,1.0,0.1,2020-05-09
2020,5,9,DAS,2.0,0.6,2020-05-09
2020,5,9,FAS,2.0,0.6,2020-05-09
2020,5,9,KKS,12.0,2.5,2020-05-09
2020,5,9,MSS,31.0,139.9,2020-05-09
2020,5,9,TAS,4.0,0.4,2020-05-09
2020,5,9,CGF,3.0,0.4,2020-05-09
2020,5,9,TNF,1.0,0.1,2020-05-09
2020,5,10,SWS,1.0,1.0,2020-05-10
2020,5,10,UYD,1.0,0.1,2020-05-10
2020,5,10,DAS,2.0,0.6,2020-05-10
2020,5,10,FAS,2.0,0.6,2020-05-10
2020,5,10,KKS,12.0,2.5,2020-05-10
2020,5,10,MSS,31.0,139.9,2020-05-10
2020,5,10,TAS,4.0,0.4,2020-05-10
2020,5,10,CGF,4.0,0.6,2020-05-10
2020,5,10,TNF,2.0,15.6,2020-05-10
2020,5,11,SWS,1.0,2.0,2020-05-11
2020,5,11,UYD,1.0,0.1,2020-05-11
2020,5,11,DAS,3.0,1.0,2020-05-11
2020,5,11,FAS,2.0,0.6,2020-05-11
2020,5,11,KKS,16.0,5.2,2020-05-11
2020,5,11,MSS,33.0,142.8,2020-05-11
2020,5,11,TAS,4.0,0.4,2020-05-11
2020,5,11,CGF,4.0,0.6,2020-05-11
2020,5,11,TNF,2.0,15.6,2020-05-11
2020,5,12,SWS,1.0,2.0,2020-05-12
2020,5,12,UYD,1.0,0.1,2020-05-12
2020,5,12,DAS,4.0,2.5,2020-05-12
2020,5,12,FAS,2.0,0.6,2020-05-12
2020,5,12,KKS,16.0,5.2,2020-05-12
2020,5,12,MSS,34.0,143.9,2020-05-12
2020,5,12,TAS,4.0,0.4,2020-05-12
2020,5,12,CGF,4.0,0.6,2020-05-12
2020,5,12,TNF,2.0,15.6,2020-05-12
2020,5,13,SWS,1.0,2.0,2020-05-13
2020,5,13,UYD,2.0,1.1,2020-05-13
2020,5,13,DAS,4.0,2.1,2020-05-13
2020,5,13,FAS,2.0,0.6,2020-05-13
2020,5,13,KKS,16.0,5.2,2020-05-13
2020,5,13,MSS,34.0,143.9,2020-05-13
2020,5,13,TAS,4.0,0.4,2020-05-13
2020,5,13,CGF,4.0,0.5,2020-05-13
2020,5,13,TNF,2.0,15.6,2020-05-13
2020,5,14,SWS,1.0,2.0,2020-05-14
2020,5,14,UYD,2.0,1.1,2020-05-14
2020,5,14,DAS,4.0,2.1,2020-05-14
2020,5,14,FAS,3.0,0.7,2020-05-14
2020,5,14,KKS,16.0,5.2,2020-05-14
2020,5,14,MSS,35.0,145.9,2020-05-14
2020,5,14,TAS,4.0,0.4,2020-05-14
2020,5,14,CGF,4.0,0.5,2020-05-14
2020,5,14,TNF,4.0,15.8,2020-05-14
2020,5,15,SWS,1.0,2.0,2020-05-15
2020,5,15,UYD,2.0,1.1,2020-05-15
2020,5,15,DAS,4.0,2.1,2020-05-15
2020,5,15,FAS,3.0,0.7,2020-05-15
2020,5,15,KKS,16.0,5.2,2020-05-15
2020,5,15,MSS,37.0,145.6,2020-05-15
2020,5,15,TAS,4.0,0.4,2020-05-15
2020,5,15,CGF,4.0,0.5,2020-05-15
2020,5,15,TNF,4.0,15.8,2020-05-15
2020,5,16,SWS,1.0,2.0,2020-05-16
2020,5,16,UYD,3.0,1.6,2020-05-16
2020,5,16,DAS,4.0,2.1,2020-05-16
2020,5,16,FAS,3.0,0.7,2020-05-16
2020,5,16,KKS,16.0,5.2,2020-05-16
2020,5,16,MSS,38.0,151.4,2020-05-16
2020,5,16,TAS,4.0,0.4,2020-05-16
2020,5,16,CGF,4.0,0.5,2020-05-16
2020,5,16,TNF,4.0,15.8,2020-05-16
2020,5,17,SWS,1.0,2.0,2020-05-17
2020,5,17,UYD,3.0,1.6,2020-05-17
2020,5,17,DAS,4.0,2.1,2020-05-17
2020,5,17,FAS,3.0,0.7,2020-05-17
2020,5,17,KKS,19.0,5.9,2020-05-17
2020,5,17,MSS,39.0,197.4,2020-05-17
2020,5,17,TAS,4.0,0.4,2020-05-17
2020,5,17,CGF,4.0,0.5,2020-05-17
2020,5,17,TNF,4.0,15.8,2020-05-17
2020,5,18,SWS,1.0,2.0,2020-05-18
2020,5,18,UYD,3.0,1.6,2020-05-18
2020,5,18,DAS,4.0,2.1,2020-05-18
2020,5,18,FAS,4.0,2.4,2020-05-18
2020,5,18,KKS,19.0,5.9,2020-05-18
2020,5,18,MSS,39.0,206.4,2020-05-18
2020,5,18,TAS,4.0,0.4,2020-05-18
2020,5,18,CGF,4.0,0.5,2020-05-18
2020,5,18,TNF,4.0,15.8,2020-05-18
2020,5,19,SWS,1.0,2.0,2020-05-19
2020,5,19,UYD,3.0,1.6,2020-05-19
2020,5,19,DAS,4.0,2.1,2020-05-19
2020,5,19,FAS,4.0,2.4,2020-05-19
2020,5,19,KKS,19.0,5.9,2020-05-19
2020,5,19,MSS,40.0,206.5,2020-05-19
2020,5,19,TAS,6.0,0.7,2020-05-19
2020,5,19,CGF,4.0,0.5,2020-05-19
2020,5,19,TNF,5.0,15.9,2020-05-19
2020,5,20,SWS,1.0,2.0,2020-05-20
2020,5,20,UYD,3.0,1.6,2020-05-20
2020,5,20,DAS,4.0,2.1,2020-05-20
2020,5,20,FAS,4.0,2.4,2020-05-20
2020,5,20,KKS,19.0,5.9,2020-05-20
2020,5,20,MSS,40.0,206.5,2020-05-20
2020,5,20,TAS,6.0,0.7,2020-05-20
2020,5,20,CGF,4.0,0.5,2020-05-20
2020,5,20,TNF,5.0,15.9,2020-05-20
2020,5,21,SWS,1.0,2.0,2020-05-21
2020,5,21,UYD,3.0,1.6,2020-05-21
2020,5,21,DAS,4.0,2.1,2020-05-21
2020,5,21,FAS,4.0,2.4,2020-05-21
2020,5,21,KKS,19.0,5.9,2020-05-21
2020,5,21,MSS,40.0,206.5,2020-05-21
2020,5,21,TAS,6.0,0.7,2020-05-21
2020,5,21,CGF,4.0,0.5,2020-05-21
2020,5,21,TNF,5.0,15.9,2020-05-21
2020,5,22,SWS,1.0,2.0,2020-05-22
2020,5,22,UYD,3.0,1.6,2020-05-22
2020,5,22,DAS,4.0,2.1,2020-05-22
2020,5,22,FAS,5.0,2.5,2020-05-22
2020,5,22,KKS,19.0,5.9,2020-05-22
2020,5,22,MSS,40.0,206.5,2020-05-22
2020,5,22,TAS,6.0,0.7,2020-05-22
2020,5,23,SWS,1.0,2.0,2020-05-23
2020,5,23,UYD,4.0,151.6,2020-05-23
2020,5,23,DAS,5.0,12.1,2020-05-23
2020,5,23,FAS,5.0,2.5,2020-05-23
2020,5,23,KKS,19.0,5.9,2020-05-23
2020,5,23,MSS,40.0,206.5,2020-05-23
2020,5,23,TAS,6.0,0.7,2020-05-23
2020,5,23,CGF,4.0,0.5,2020-05-23
2020,5,23,TNF,6.0,23.5,2020-05-23
2020,5,24,SWS,1.0,2.0,2020-05-24
2020,5,24,UYD,5.0,188.6,2020-05-24
2020,5,24,DAS,5.0,12.1,2020-05-24
2020,5,24,FAS,5.0,2.5,2020-05-24
2020,5,24,KKS,19.0,5.9,2020-05-24
2020,5,24,MSS,40.0,206.5,2020-05-24
2020,5,24,TAS,6.0,0.7,2020-05-24
2020,5,24,CGF,4.0,0.5,2020-05-24
2020,5,24,TNF,6.0,23.5,2020-05-24
2020,5,25,SWS,1.0,2.0,2020-05-25
2020,5,25,UYD,5.0,188.6,2020-05-25
2020,5,25,DAS,5.0,12.1,2020-05-25
2020,5,25,FAS,5.0,2.5,2020-05-25
2020,5,25,KKS,19.0,5.9,2020-05-25
2020,5,25,MSS,40.0,206.5,2020-05-25
2020,5,25,TAS,6.0,0.7,2020-05-25
2020,5,25,CGF,4.0,0.5,2020-05-25
2020,5,25,TNF,6.0,23.5,2020-05-25
2020,5,26,SWS,1.0,2.0,2020-05-26
2020,5,26,UYD,5.0,188.6,2020-05-26
2020,5,26,DAS,5.0,12.1,2020-05-26
2020,5,26,FAS,5.0,2.5,2020-05-26
2020,5,26,KKS,19.0,5.9,2020-05-26
2020,5,26,MSS,40.0,206.5,2020-05-26
2020,5,26,TAS,6.0,0.7,2020-05-26
2020,5,26,CGF,4.0,0.5,2020-05-26
2020,5,26,TNF,6.0,23.5,2020-05-26
2020,5,27,SWS,1.0,2.0,2020-05-27
2020,5,27,UYD,5.0,188.6,2020-05-27
2020,5,27,DAS,6.0,12.2,2020-05-27
2020,5,27,FAS,5.0,2.5,2020-05-27
2020,5,27,KKS,19.0,5.9,2020-05-27
2020,5,27,MSS,40.0,206.5,2020-05-27
2020,5,27,TAS,6.0,0.7,2020-05-27
2020,5,27,CGF,4.0,0.5,2020-05-27
2020,5,27,TNF,6.0,23.5,2020-05-27
2020,5,28,SWS,1.0,2.0,2020-05-28
2020,5,28,UYD,5.0,188.6,2020-05-28
2020,5,28,DAS,6.0,12.2,2020-05-28
2020,5,28,FAS,5.0,2.5,2020-05-28
2020,5,28,KKS,19.0,5.9,2020-05-28
2020,5,28,MSS,40.0,206.5,2020-05-28
2020,5,28,TAS,6.0,0.7,2020-05-28
2020,5,28,CGF,4.0,0.5,2020-05-28
2020,5,28,TNF,6.0,23.5,2020-05-28
2020,5,29,SWS,1.0,2.0,2020-05-29
2020,5,29,UYD,5.0,188.6,2020-05-29
2020,5,29,DAS,6.0,12.2,2020-05-29
2020,5,29,FAS,5.0,2.5,2020-05-29
2020,5,29,KKS,24.0,10.6,2020-05-29
2020,5,29,MSS,10.0,206.5,2020-05-29
2020,5,29,TAS,6.0,0.7,2020-05-29
2020,5,29,CGF,4.0,0.5,2020-05-29
2020,5,29,TNF,6.0,23.5,2020-05-29
2020,5,30,SWS,1.0,2.0,2020-05-30
2020,5,30,UYD,5.0,222.1,2020-05-30
2020,5,30,DAS,6.0,12.2,2020-05-30
2020,5,30,FAS,5.0,2.5,2020-05-30
2020,5,30,KKS,25.0,10.7,2020-05-30
2020,5,30,MSS,40.0,206.5,2020-05-30
2020,5,30,TAS,6.0,0.7,2020-05-30
2020,5,30,CGF,4.0,0.5,2020-05-30
2020,5,30,TNF,7.0,23.5,2020-05-30
2020,5,31,SWS,6.0,265.2,2020-05-31
2020,5,31,GAD,0.0,32.0,2020-05-31
2020,5,31,UYD,5.0,222.1,2020-05-31
2020,5,31,DAS,6.0,12.2,2020-05-31
2020,5,31,FAS,5.0,2.5,2020-05-31
2020,5,31,KKS,26.0,10.8,2020-05-31
2020,5,31,MSS,40.0,206.5,2020-05-31
2020,5,31,TAS,6.0,0.7,2020-05-31
2020,5,31,CGF,4.0,0.5,2020-05-31
2020,5,31,TNF,7.0,23.5,2020-05-31
2020,6,1,SWS,14.0,4998.2,2020-06-01
2020,6,1,GAD,8.0,103.0,2020-06-01
2020,6,1,MID,1.0,88.8,2020-06-01
2020,6,1,UYD,5.0,222.1,2020-06-01
2020,6,1,DAS,6.0,12.2,2020-06-01
2020,6,1,FAS,5.0,2.5,2020-06-01
2020,6,1,KKS,26.0,10.8,2020-06-01
2020,6,1,MSS,40.0,206.5,2020-06-01
2020,6,1,TAS,6.0,0.7,2020-06-01
2020,6,1,CGF,4.0,0.5,2020-06-01
2020,6,1,TNF,7.0,23.5,2020-06-01
2020,6,2,SWS,17.0,8723.0,2020-06-02
2020,6,2,GAD,14.0,1781.6,2020-06-02
2020,6,2,MID,1.0,1200.0,2020-06-02
2020,6,2,TAD,5.0,23.0,2020-06-02
2020,6,2,UYD,5.0,222.1,2020-06-02
2020,6,2,DAS,6.0,12.2,2020-06-02
2020,6,2,FAS,5.0,2.5,2020-06-02
2020,6,2,KKS,26.0,10.8,2020-06-02
2020,6,2,MSS,40.0,206.5,2020-06-02
2020,6,2,TAS,6.0,0.7,2020-06-02
2020,6,2,CGF,4.0,0.5,2020-06-02
2020,6,2,TNF,7.0,23.5,2020-06-02
2020,6,3,SWS,17.0,8723.0,2020-06-03
2020,6,3,GAD,16.0,3348.9,2020-06-03
2020,6,3,MID,1.0,1296.0,2020-06-03
2020,6,3,TAD,5.0,18.6,2020-06-03
2020,6,3,UYD,5.0,222.1,2020-06-03
2020,6,3,DAS,6.0,12.2,2020-06-03
2020,6,3,FAS,6.0,3.0,2020-06-03
2020,6,3,KKS,26.0,10.8,2020-06-03
2020,6,3,MSS,41.0,206.6,2020-06-03
2020,6,3,TAS,6.0,0.7,2020-06-03
2020,6,3,CGF,4.0,0.5,2020-06-03
2020,6,3,TNF,7.0,23.5,2020-06-03
2020,6,4,SWS,17.0,8723.2,2020-06-04
2020,6,4,GAD,31.0,3674.6,2020-06-04
2020,6,4,MID,1.0,1296.0,2020-06-04
2020,6,4,TAD,5.0,8.6,2020-06-04
2020,6,4,UYD,5.0,222.1,2020-06-04
2020,6,4,DAS,6.0,12.2,2020-06-04
2020,6,4,FAS,6.0,3.0,2020-06-04
2020,6,4,KKS,26.0,10.8,2020-06-04
2020,6,4,MSS,41.0,206.6,2020-06-04
2020,6,4,TAS,6.0,0.7,2020-06-04
2020,6,4,CGF,4.0,0.5,2020-06-04
2020,6,4,TNF,7.0,23.5,2020-06-04
2020,6,5,SWS,17.0,8765.8,2020-06-05
2020,6,5,GAD,38.0,4763.8,2020-06-05
2020,6,5,MID,1.0,1296.0,2020-06-05
2020,6,5,TAD,7.0,44.6,2020-06-05
2020,6,5,UYD,5.0,222.1,2020-06-05
2020,6,5,DAS,6.0,12.2,2020-06-05
2020,6,5,FAS,6.0,3.0,2020-06-05
2020,6,5,KKS,28.0,11.0,2020-06-05
2020,6,5,MSS,41.0,206.6,2020-06-05
2020,6,5,TAS,6.0,0.7,2020-06-05
2020,6,5,CGF,4.0,0.4,2020-06-05
2020,6,5,TNF,7.0,23.5,2020-06-05
2020,6,6,SWS,17.0,8843.6,2020-06-06
2020,6,6,GAD,42.0,9053.6,2020-06-06
2020,6,6,MID,1.0,1296.0,2020-06-06
2020,6,6,TAD,8.0,119.6,2020-06-06
2020,6,6,UYD,7.0,310.1,2020-06-06
2020,6,6,DAS,6.0,12.2,2020-06-06
2020,6,6,FAS,6.0,3.0,2020-06-06
2020,6,6,KKS,29.0,11.1,2020-06-06
2020,6,6,MSS,41.0,206.6,2020-06-06
2020,6,6,TAS,6.0,0.7,2020-06-06
2020,6,6,CGF,4.0,0.4,2020-06-06
2020,6,6,TNF,7.0,23.5,2020-06-06
2020,6,7,SWS,17.0,13446.7,2020-06-07
2020,6,7,GAD,43.0,9278.4,2020-06-07
2020,6,7,MID,1.0,1296.0,2020-06-07
2020,6,7,TAD,10.0,326.6,2020-06-07
2020,6,7,UYD,7.0,1244.1,2020-06-07
2020,6,7,DAS,7.0,12.3,2020-06-07
2020,6,7,FAS,6.0,3.0,2020-06-07
2020,6,7,KKS,29.0,11.1,2020-06-07
2020,6,7,MSS,42.0,206.7,2020-06-07
2020,6,7,TAS,6.0,0.7,2020-06-07
2020,6,7,CGF,4.0,0.4,2020-06-07
2020,6,7,TNF,7.0,23.5,2020-06-07
2020,6,8,SWS,17.0,28812.4,2020-06-08
2020,6,8,GAD,45.0,9292.5,2020-06-08
2020,6,8,MID,1.0,1285.1,2020-06-08
2020,6,8,TAD,12.0,330.6,2020-06-08
2020,6,8,UYD,7.0,2855.6,2020-06-08
2020,6,8,DAS,7.0,12.3,2020-06-08
2020,6,8,FAS,6.0,3.0,2020-06-08
2020,6,8,KKS,29.0,11.1,2020-06-08
2020,6,8,MSS,43.0,206.8,2020-06-08
2020,6,8,TAS,6.0,0.7,2020-06-08
2020,6,8,CGF,4.0,0.4,2020-06-08
2020,6,8,TNF,7.0,23.5,2020-06-08
2020,6,9,SWS,18.0,28962.4,2020-06-09
2020,6,9,GAD,44.0,12929.1,2020-06-09
2020,6,9,MID,1.0,1285.1,2020-06-09
2020,6,9,TAD,12.0,1595.2,2020-06-09
2020,6,9,UYD,7.0,5244.1,2020-06-09
2020,6,9,DAS,6.0,12.2,2020-06-09
2020,6,9,FAS,7.0,3.1,2020-06-09
2020,6,9,KKS,30.0,11.2,2020-06-09
2020,6,9,MSS,43.0,206.8,2020-06-09
2020,6,9,TAS,6.0,0.7,2020-06-09
